district,address,area,orientation,room,living,bathroom,floor,rent,
清远,清城区,96,北,3,1,2,33,2000,
清远,清新区,116,南,4,2,2,34,2000,
清远,清城区,120,南,3,2,2,18,2000,
清远,清城区,124.85,南,3,2,2,11,2000,
清远,清城区,97.63,南,3,2,2,32,2000,
清远,清城区,92.5,南,3,2,2,34,2000,
清远,清城区,117.25,南北,3,2,2,22,2000,
清远,清城区,91,南,3,2,1,27,2000,
清远,清城区,163,北,3,2,2,17,2000,
清远,清城区,112,南,4,2,2,34,2000,
清远,清城区,140,西北,3,2,2,18,2000,
清远,清城区,123,北,3,2,2,31,2000,
清远,清城区,139.3,东,3,2,2,18,2000,
清远,清城区,87,东南,3,2,1,33,2000,
清远,清新区,124,南北,4,2,2,26,2000,
清远,清城区,139,南,3,2,2,26,2000,
清远,清城区,90,南,2,1,2,33,2000,
清远,清城区,104,西南,3,2,1,27,2000,
清远,清城区,122,南北,3,2,2,25,2000,
清远,清城区,110,南,3,2,2,33,2000,
清远,清城区,95,北,3,2,1,27,2000,
清远,清城区,120,东,3,2,2,11,2000,
清远,清城区,104,南北,3,2,2,28,2000,
清远,清城区,115,南北,3,2,2,27,2000,
清远,清城区,97,东南,3,2,2,32,2000,
清远,清城区,87,南,3,2,2,32,2000,
清远,清新区,152,南,4,2,3,17,2000,
清远,清新区,126,西北,3,2,2,32,2000,
清远,清城区,113,北,3,2,2,32,2000,
清远,清城区,112,东南,3,2,1,32,2000,
清远,清城区,108.68,东南,3,2,2,28,2000,
清远,清城区,108,北,3,2,2,32,2000,
清远,清城区,114,南,3,2,2,32,2000,
清远,清城区,126,南北,3,2,2,24,2000,
清远,清城区,86.2,南,2,2,1,31,2000,
清远,清新区,138,南,4,2,2,18,2000,
清远,清城区,128.55,东南,3,2,2,27,2000,
清远,清城区,87,东南,3,2,1,32,2000,
清远,清城区,110,北,3,2,2,31,2000,
清远,清城区,139.55,北,3,2,2,24,2000,
清远,清城区,123.36,南北,3,2,2,20,2000,
清远,清城区,93,东南,4,2,2,31,2000,
清远,清城区,103,南,3,2,2,24,2000,
清远,清城区,140,西南,3,2,2,26,2000,
清远,清城区,93,北,3,2,2,32,2000,
清远,清新区,102,南北,3,2,2,26,2000,
清远,清新区,84,南,3,2,1,34,2000,
清远,清城区,142,西南北,3,2,2,11,1900,
清远,清城区,145,东北,3,2,2,24,1900,
清远,清城区,78,西,2,2,1,32,1900,
清远,清城区,119,东南,4,2,2,28,1900,
清远,清城区,111,南,3,2,2,9,1900,
清远,清城区,135,南北,3,2,2,29,1900,
清远,清城区,96,东南,3,2,2,33,1900,
清远,清城区,120,南,3,2,2,35,1900,
清远,清城区,106,西北,3,2,2,34,1900,
清远,清城区,113,南,3,2,2,17,1900,
清远,清城区,98,南,3,2,2,32,1900,
清远,清城区,117,南,3,2,2,10,1900,
清远,清城区,104,南北,3,2,2,30,1900,
清远,清城区,116,南,3,2,2,19,1900,
清远,清城区,105,南,3,2,2,34,1900,
清远,清新区,126,南北,4,2,2,32,1900,
清远,清城区,108.6,南,3,2,2,31,1900,
清远,清城区,139,南,4,2,2,30,1900,
清远,清城区,115,南北,3,2,2,32,1900,
清远,清城区,130,南北,4,2,2,31,1900,
清远,清城区,138,南北,3,2,2,28,1900,
清远,清城区,111.16,南,3,2,2,32,1900,
清远,清城区,98.98,南,3,2,2,29,1900,
清远,清城区,104,东南,3,2,2,33,1900,
清远,英德市,95,南,3,1,1,15,1900,
清远,清城区,94.7,南北,3,2,2,32,1880,
清远,清城区,94,南,3,2,2,29,1850,
清远,清城区,130,南,3,2,2,25,1800,
清远,清新区,96,东北,3,2,2,34,1800,
清远,清城区,123,南北,3,2,2,28,1800,
清远,清城区,133,东南,3,2,3,25,1800,
清远,清城区,120,北,3,2,2,33,1800,
清远,清城区,140,东,3,2,2,18,1800,
清远,清城区,142,南,4,2,2,29,1800,
清远,清城区,125.42,南北,3,2,2,34,1800,
清远,清城区,149,北,5,2,2,9,1800,
清远,清城区,89,西南,3,2,1,25,1800,
清远,清城区,100,南,3,2,2,33,1800,
清远,清城区,90,东,2,1,1,30,1800,
清远,清新区,84,北,3,2,1,34,1800,
清远,清城区,95,北,3,2,2,24,1800,
清远,清城区,97,北,3,2,1,33,1800,
清远,清城区,153,南,3,2,2,17,1800,
清远,清城区,128,南,3,2,2,18,1800,
清远,清城区,100,南,3,2,2,33,1800,
清远,清新区,137,西南,3,2,2,8,1800,
清远,清城区,115,南,3,2,2,32,1800,
清远,清城区,135,南北,3,2,2,9,1800,
清远,清城区,100,东南,3,1,2,33,1800,
清远,清城区,117,南北,3,2,1,34,1800,
清远,清城区,68,北,2,2,1,18,1800,
清远,清城区,120,南,4,2,2,25,1800,
清远,清城区,86,东南,3,2,1,26,1800,
清远,清城区,90,南,3,2,1,18,1800,
清远,清城区,100,东南,3,2,2,32,1800,
清远,清城区,128,西南,4,1,2,34,1800,
清远,清城区,116.64,南,3,2,2,24,1800,
清远,清城区,101.62,北,3,2,2,18,1800,
清远,清新区,96,东南,3,2,2,34,1800,
清远,清城区,59,南,2,2,1,28,1800,
清远,清城区,120,南北,3,2,2,11,1800,
清远,清城区,98,南,3,2,2,34,1800,
清远,清城区,145,西西北,3,2,2,22,1800,
清远,清城区,122,南北,3,2,2,31,1800,
清远,清城区,120,南北,3,2,2,10,1800,
清远,清城区,139,南北,3,2,2,28,1800,
清远,清城区,129,南,4,2,3,32,1800,
清远,清城区,109,南,3,2,1,32,1800,
清远,清城区,101,南,3,2,2,22,1800,
清远,清城区,116,南,3,2,2,19,1800,
清远,清城区,101.79,南,3,2,2,32,1800,
清远,清城区,126,南北,4,2,2,34,1800,
清远,清城区,98,南,3,2,2,32,1800,
清远,清城区,87,南,3,2,2,16,1800,
清远,清城区,140,东南,3,1,2,18,1800,
清远,清城区,125,东,3,2,1,30,1800,
清远,清城区,120,南北,3,2,2,35,1800,
清远,清城区,127,南,3,2,2,12,1800,
清远,清城区,72,南,2,1,1,25,1800,
清远,清城区,96,东南,3,2,1,33,1800,
清远,清城区,109,南,3,2,1,30,1800,
清远,清城区,201,南北,4,2,2,8,1800,
清远,清城区,116,南,3,2,2,29,1800,
清远,清城区,124,东南,3,2,2,18,1800,
清远,清新区,104.63,南,3,2,2,32,1800,
清远,清城区,87,北,3,2,2,33,1800,
清远,清城区,100,西南,3,1,2,35,1800,
清远,清城区,140,南,3,2,2,18,1800,
清远,清城区,122,南,3,2,2,18,1800,
清远,清城区,120,南,3,2,2,31,1800,
清远,清城区,102.44,东南,3,2,2,22,1800,
清远,清城区,99,东南,3,2,2,30,1800,
清远,清城区,103,南,3,2,2,33,1800,
清远,清城区,110.52,南,3,2,2,33,1800,
清远,清新区,95,南,3,2,2,34,1800,
清远,清城区,109,南北,3,2,2,22,1800,
清远,清新区,96,南,3,2,2,34,1800,
清远,清城区,86,东南,2,2,1,32,1800,
清远,清城区,81,东北,3,1,1,33,1800,
清远,清城区,91,东南,2,2,1,33,1800,
清远,清城区,89,南,3,2,1,33,1800,
清远,清城区,122,南,4,2,2,25,1800,
清远,清城区,143.54,南,4,2,2,7,1800,
清远,清城区,97,北,3,2,1,21,1800,
清远,清新区,117.78,北,3,2,2,32,1800,
清远,清城区,99,北,3,2,1,32,1800,
清远,清城区,88,南北,3,2,2,25,1800,
清远,清城区,145,南,3,2,1,30,1800,
清远,清城区,140,东,3,2,2,18,1800,
清远,清城区,125.19,南北,3,2,2,34,1800,
清远,清城区,116,南,3,2,2,23,1800,
清远,清城区,75,南,2,1,1,32,1800,
清远,清城区,105,北,3,2,2,35,1800,
清远,清城区,108,南,4,2,2,32,1800,
清远,清城区,105,南,3,2,2,26,1800,
清远,清城区,98,南北,3,2,2,32,1800,
清远,清城区,95,南,3,2,2,28,1800,
清远,清城区,117,南,3,2,2,28,1800,
清远,清城区,108,东北,3,2,2,22,1800,
清远,清城区,100.8,北,3,1,1,29,1800,
清远,清新区,143,南北,4,2,2,7,1800,
清远,清城区,92,东南,3,2,2,30,1800,
清远,清城区,78,东,2,1,1,18,1800,
清远,清城区,122,南,3,2,2,31,1800,
清远,清城区,140,北,3,2,2,18,1800,
清远,清城区,110,南北,3,2,2,33,1800,
清远,清城区,81,北,2,2,1,30,1800,
清远,清城区,97,南,3,2,2,33,1800,
清远,清城区,92,南,3,2,2,34,1800,
清远,清城区,117,南,3,2,2,32,1800,
清远,清城区,101,东,3,2,2,29,1800,
清远,清城区,127,南,3,2,2,32,1800,
清远,清城区,112.31,南,3,2,2,31,1800,
清远,清城区,110,北,4,2,1,31,1800,
清远,清城区,110,南北,3,2,2,28,1800,
清远,清城区,93,北,3,2,2,32,1800,
清远,清城区,77.4,南,3,2,1,33,1800,
清远,清城区,58.88,南,2,2,1,33,1800,
清远,清城区,103,南,3,2,2,23,1800,
清远,清城区,140,东南,3,2,2,16,1800,
清远,清城区,80,北,3,2,1,34,1800,
清远,清城区,90,南,3,2,2,33,1800,
清远,清城区,136,东北,3,2,2,27,1800,
清远,清城区,123,南北,3,2,2,24,1800,
清远,清城区,108,南,3,2,2,35,1800,
清远,清城区,95,南,3,2,2,30,1800,
清远,清城区,135,西北,3,2,2,16,1800,
清远,清城区,110,南,3,2,1,30,1800,
清远,清城区,135,东南,3,2,2,11,1800,
清远,清城区,109,南,3,2,2,35,1800,
清远,清城区,100,南,3,2,1,33,1800,
清远,清城区,88,东南,3,2,1,32,1800,
清远,清城区,116,南,3,2,3,32,1800,
清远,清新区,108,南,3,2,2,26,1800,
清远,清城区,120,南北,3,2,2,32,1800,
清远,清城区,117,南北,3,2,2,32,1800,
清远,清城区,130,东北,3,2,2,16,1800,
清远,清城区,120,南,3,2,2,25,1800,
清远,清城区,102,南,3,2,2,33,1800,
清远,清城区,95,南,3,2,2,18,1800,
清远,清新区,130,东,3,2,2,8,1800,
清远,清城区,123,南北,3,2,2,22,1800,
清远,清城区,96,西南,3,2,1,30,1800,
清远,清城区,140,西北,3,2,2,18,1800,
清远,清城区,121.7,南,4,2,1,21,1800,
清远,清城区,85,南,3,2,1,33,1800,
清远,清城区,115,东南,3,2,2,11,1800,
清远,清城区,80,南北,2,2,1,32,1800,
清远,清城区,122.7,南,3,2,2,15,1800,
清远,清城区,100,东南,3,2,1,31,1800,
清远,清城区,97,北,3,1,2,33,1800,
清远,清城区,127,南,4,2,2,33,1800,
清远,清城区,137,南,3,2,2,32,1800,
清远,清城区,130,北,3,2,2,25,1800,
清远,清城区,120,南北,3,2,2,8,1800,
清远,清新区,85,北,3,2,2,34,1800,
清远,清城区,136,南,3,2,2,18,1800,
清远,清城区,85,北,3,2,1,35,1800,
清远,清城区,90,东南,2,2,2,21,1800,
清远,清城区,93,南,3,2,2,25,1800,
清远,清城区,120,南北,3,2,2,27,1800,
清远,清城区,121,南,3,2,2,30,1800,
清远,清城区,78,东南,2,2,1,31,1800,
清远,清城区,120,南,4,2,2,33,1800,
清远,清城区,137,南,3,2,2,18,1800,
清远,清城区,113,南,3,2,2,25,1800,
清远,清城区,98,南,3,2,2,34,1800,
清远,清城区,119,东南,3,2,2,33,1800,
清远,清城区,97,西南,3,1,2,30,1800,
清远,清城区,130,南,3,2,2,31,1800,
清远,清城区,120,南,3,2,2,9,1800,
清远,清城区,107,东,3,2,2,32,1800,
清远,清城区,117,东,3,2,2,32,1800,
清远,清城区,81,南,2,2,1,31,1800,
清远,清城区,98,南,3,2,2,34,1800,
清远,清城区,123.58,南北,4,2,2,18,1800,
清远,清城区,130,东南,4,2,3,32,1800,
清远,清城区,108,南,3,2,2,31,1800,
清远,清城区,98,东南,3,2,2,33,1800,
清远,清城区,89.27,南,3,2,1,31,1800,
清远,清新区,78.87,南,2,2,1,29,1800,
清远,清城区,128,南,3,2,2,26,1800,
清远,清城区,109,北,3,2,2,32,1800,
清远,清城区,53,南,2,1,1,31,1800,
清远,清城区,102.16,南,3,2,2,28,1800,
清远,清城区,122,南,3,2,2,32,1800,
清远,清城区,125,南,4,2,2,33,1800,
清远,清城区,85,北,3,1,1,23,1800,
清远,清新区,96,东南,3,2,2,34,1800,
清远,清城区,107,南,3,1,2,31,1800,
清远,清城区,138,南,3,2,2,17,1800,
清远,清城区,114,东北,3,2,2,17,1800,
清远,清城区,140,南北,4,2,3,33,1800,
清远,清城区,134.15,南北,3,2,2,27,1800,
清远,清城区,125,南,3,2,2,24,1800,
清远,清城区,125,东南,4,2,2,34,1800,
清远,清城区,95,西南,3,2,2,17,1800,
清远,清城区,99,南,3,2,2,34,1800,
清远,清新区,128,南,4,2,2,26,1800,
清远,清城区,106,北,3,2,2,32,1800,
清远,清城区,97,东南,3,2,2,33,1800,
清远,清城区,98.03,南,3,2,2,33,1800,
清远,清城区,95,南,3,2,2,27,1800,
清远,清城区,200,北,5,2,4,6,1800,
清远,清城区,116,东南,3,2,2,34,1800,
清远,清城区,99.98,南,4,1,1,25,1800,
清远,清城区,91,南北,3,1,1,29,1800,
清远,清城区,103,南,3,2,3,33,1800,
清远,清新区,147.5,南北,4,2,2,30,1800,
清远,清城区,120,南,2,2,2,32,1800,
清远,清城区,98,南,3,2,1,33,1800,
清远,清新区,106,南,3,2,2,26,1800,
清远,清城区,140,南,4,2,3,22,1800,
清远,清城区,118,南,3,2,2,33,1800,
清远,清城区,85,东南,2,2,1,25,1800,
清远,清城区,50,东,1,1,1,21,1800,
清远,清城区,97,南,3,2,2,34,1800,
清远,清城区,121,南北,4,2,2,32,1800,
清远,清新区,95,南,3,2,2,34,1800,
清远,清城区,106.21,东南,3,2,2,33,1800,
清远,英德市,100,南北,3,2,2,28,1800,
清远,清城区,90,南,3,2,2,31,1700,
清远,清城区,105,南,3,2,2,27,1700,
清远,清城区,140,南,3,2,2,16,1700,
清远,清城区,116,南,3,2,2,32,1700,
清远,清新区,95,北,3,2,2,34,1700,
清远,清城区,59,南,2,1,1,22,1700,
清远,清新区,93,南,3,2,1,24,1700,
清远,清城区,110,南,3,2,2,28,1700,
清远,清城区,136.3,北,3,2,2,18,1700,
清远,清城区,98,南,3,2,2,34,1700,
清远,清城区,103.23,南,3,2,2,28,1700,
清远,清城区,93,南北,3,2,2,32,1700,
清远,清城区,97,东南,3,2,2,33,1700,
清远,清城区,91,西,3,2,1,31,1700,
清远,清城区,75,东南,2,1,1,23,1700,
清远,清城区,110,南,3,1,2,18,1700,
清远,清城区,90,南,3,2,2,33,1700,
清远,清城区,107,南,3,2,2,31,1700,
清远,清城区,100,南,3,2,2,28,1700,
清远,清新区,126,南,4,2,2,34,1700,
清远,清城区,133,东南,2,2,1,28,1700,
清远,清城区,144,西南,3,2,2,18,1700,
清远,清城区,90,南,2,2,1,25,1700,
清远,清城区,140,南,3,2,2,18,1700,
清远,清城区,59,南,2,2,1,28,1700,
清远,清城区,93,东南,3,2,2,34,1700,
清远,清城区,140,南,3,2,2,26,1700,
清远,清城区,80,南,2,2,1,25,1700,
清远,清城区,113,南,3,2,2,31,1700,
清远,清城区,90,南,3,2,2,31,1700,
清远,清城区,139.44,南,4,2,2,11,1700,
清远,清城区,100,北,3,1,1,31,1700,
清远,清城区,112.72,东南,3,2,2,18,1700,
清远,清城区,80,南,2,2,1,26,1700,
清远,清城区,80,南,3,2,1,26,1700,
清远,清城区,88,西北,2,2,1,19,1700,
清远,清城区,105,西南,3,2,2,22,1700,
清远,清城区,82.04,西北,2,2,1,19,1700,
清远,清城区,96,南北,2,2,1,32,1700,
清远,清城区,90,南,2,1,1,25,1700,
清远,清城区,110,南,3,2,2,35,1700,
清远,清城区,105,南,3,2,2,34,1700,
清远,清城区,115,北,3,2,2,31,1700,
清远,清城区,137,南北,3,2,2,20,1700,
清远,清新区,91,北,3,2,2,25,1700,
清远,清城区,104.05,南,3,2,2,16,1700,
清远,清城区,140,西南,3,2,2,18,1700,
清远,清城区,108,东,3,2,2,35,1700,
清远,清新区,114,南,4,2,2,25,1700,
清远,清城区,90,南,3,2,1,31,1700,
清远,清新区,95,南,3,2,2,23,1700,
清远,清城区,93,南,3,2,2,28,1700,
清远,清城区,94,东,3,2,1,30,1700,
清远,清城区,112,东北,3,2,2,18,1700,
清远,清新区,97,东南,3,2,2,33,1700,
清远,清城区,105,南,3,2,1,22,1700,
清远,清城区,117,西南,3,1,2,25,1700,
清远,清城区,90,北,2,1,1,31,1700,
清远,清城区,95,南,3,2,2,26,1700,
清远,清城区,119,东南,4,2,2,33,1700,
清远,清城区,85.38,南,2,2,2,23,1680,
清远,清城区,81,南,3,2,1,33,1680,
清远,清城区,93,南北,3,1,1,30,1680,
清远,清城区,126,南北,3,2,2,19,1680,
清远,清城区,98,南北,3,2,2,30,1650,
清远,清城区,110,东,3,2,2,26,1650,
清远,清城区,117.4,南北,4,1,2,26,1650,
清远,清城区,96.4,南,3,2,2,32,1650,
清远,清城区,89,南,2,2,1,32,1650,
清远,清城区,131,南,3,2,2,18,1650,
清远,清城区,92,东南,3,2,1,31,1650,
清远,清城区,81,北,3,1,1,18,1600,
清远,清城区,78,南,2,2,1,32,1600,
清远,清城区,118,南,4,2,2,33,1600,
清远,清城区,93,东南,3,2,2,34,1600,
清远,清城区,85,东北,2,2,1,25,1600,
清远,清城区,80,南,2,2,1,27,1600,
清远,清城区,80,东南,2,2,1,22,1600,
清远,清城区,103,南,3,2,2,22,1600,
清远,清城区,142,西南,3,1,2,17,1600,
清远,清城区,114,南,3,2,2,31,1600,
清远,清城区,106,南,3,2,2,34,1600,
清远,清城区,107,南,3,2,2,8,1600,
清远,清城区,117,南,3,2,2,9,1600,
清远,清城区,107.84,南,3,2,2,33,1600,
清远,清城区,133,南,3,1,2,18,1600,
清远,清城区,80,北,2,2,1,32,1600,
清远,清城区,60,南,2,1,1,20,1600,
清远,清城区,80.5,南,2,1,1,27,1600,
清远,清新区,104,东南,3,2,2,32,1600,
清远,清城区,86,南,2,2,1,23,1600,
清远,清城区,124,南,4,2,2,16,1600,
清远,清城区,90.5,南,3,2,1,32,1600,
清远,清新区,102.71,南,3,2,2,26,1600,
清远,清城区,98,南,3,2,2,33,1600,
清远,清城区,98,南,3,2,2,33,1600,
清远,清城区,95,东南,3,2,2,34,1600,
清远,清城区,130,南,3,2,2,18,1600,
清远,清城区,104,南,3,2,2,18,1600,
清远,清新区,102.69,南,3,2,2,25,1600,
清远,清新区,90,南,3,2,2,17,1600,
清远,清城区,141,东南,3,2,3,32,1600,
清远,清新区,116,南,4,2,2,34,1600,
清远,清城区,96,南北,3,1,2,34,1600,
清远,清城区,136.7,北,3,2,2,26,1600,
清远,清城区,90,南,3,1,2,33,1600,
清远,清新区,120,西南,3,1,2,18,1600,
清远,清城区,87,东南,3,2,2,33,1600,
清远,清城区,81,北,3,2,1,34,1600,
清远,清城区,140,南,3,2,1,9,1600,
清远,清城区,95,南,3,2,1,31,1600,
清远,清城区,72,南,2,2,1,11,1600,
清远,清新区,121,南,4,2,1,8,1600,
清远,清城区,105,北,3,2,2,23,1600,
清远,清城区,110,南,3,2,2,32,1600,
清远,清城区,101,南,3,2,2,33,1600,
清远,清城区,101,南,3,2,2,33,1600,
清远,清城区,93,东南,3,2,2,29,1600,
清远,清新区,109,南,3,2,2,26,1600,
清远,清城区,58,西南,2,1,1,22,1600,
清远,清城区,80,北,3,2,1,34,1600,
清远,清城区,85,北,3,2,1,35,1600,
清远,清城区,107,南,3,2,1,32,1600,
清远,清城区,41,北,1,1,1,19,1600,
清远,清城区,92,南,3,2,2,34,1600,
清远,清城区,97,西南,3,1,2,30,1600,
清远,清城区,114,南,4,2,2,10,1600,
清远,清新区,112,南北,3,2,2,27,1600,
清远,清城区,105,北,3,2,2,22,1600,
清远,清城区,88.1,北,3,2,1,34,1600,
清远,清城区,91,西北,3,1,1,30,1600,
清远,清城区,80,北,3,2,1,26,1600,
清远,清城区,80,南,3,2,1,32,1600,
清远,清新区,130,南,3,2,2,16,1600,
清远,清城区,80,西北,3,2,1,34,1600,
清远,清城区,87,东,3,2,2,33,1600,
清远,清城区,60,南,2,1,1,28,1600,
清远,清城区,109,北,3,2,2,25,1600,
清远,清城区,97,东南,3,1,1,31,1600,
清远,清城区,89,南,2,2,1,32,1600,
清远,清城区,73,北,2,2,1,25,1600,
清远,清城区,113,南,3,2,2,30,1600,
清远,清城区,105,西南,3,2,2,18,1600,
清远,清城区,88,东南,2,2,1,30,1600,
清远,清城区,111,西南,3,2,2,27,1600,
清远,清城区,93,北,3,1,1,33,1600,
清远,清城区,104,南,3,2,1,24,1600,
清远,清城区,90,南,3,2,2,32,1600,
清远,清城区,96,南,3,2,2,32,1600,
清远,清城区,100,东南,3,2,2,33,1600,
清远,清城区,93,南北,3,1,1,32,1600,
清远,清城区,53.8,北,1,1,1,21,1600,
清远,清城区,120.79,南,3,2,2,9,1600,
清远,清城区,121,南北,3,2,2,32,1600,
清远,清城区,110,东,3,2,2,18,1600,
清远,清城区,115.45,北,3,2,2,27,1600,
清远,清城区,78,东南,2,1,1,28,1600,
清远,清城区,85,东南,3,2,1,33,1600,
清远,清城区,97,东南,3,2,2,30,1600,
清远,清城区,92,北,2,2,1,28,1600,
清远,清城区,81,北,2,2,1,30,1600,
清远,清城区,117,南,3,2,2,25,1600,
清远,清城区,81.84,南,2,2,1,27,1600,
清远,清城区,104,北,3,2,2,35,1600,
清远,清城区,130,南北,3,2,2,32,1600,
清远,清城区,85,北,3,2,1,35,1600,
清远,清城区,125,南北,4,2,2,34,1600,
清远,清城区,98.5,东北,3,2,1,19,1600,
清远,清城区,81,南,3,2,1,33,1600,
清远,清新区,116,南,3,2,2,11,1600,
清远,清城区,135.5,南,3,2,2,19,1600,
清远,清城区,92,南,2,2,1,32,1600,
清远,清城区,123,南,3,2,2,28,1600,
清远,清城区,89,南,3,2,1,33,1600,
清远,清城区,106,南,3,2,1,32,1600,
清远,清城区,94,南,3,2,2,24,1600,
清远,清城区,96,南北,2,2,1,25,1600,
清远,清城区,114,西南,3,2,2,25,1600,
清远,清城区,80,东北,2,2,1,19,1600,
清远,清城区,86.59,南,2,1,1,25,1600,
清远,清城区,120,南,3,2,2,31,1600,
清远,清城区,103,北,3,2,2,29,1600,
清远,清城区,100,东南,3,2,2,28,1600,
清远,清新区,135,南,3,2,2,7,1600,
清远,清城区,66,南,2,1,1,31,1600,
清远,清城区,76,西北,2,1,1,11,1600,
清远,清城区,76,东南,2,1,1,19,1600,
清远,清城区,128.9,北,3,2,2,32,1600,
清远,清城区,81,北,3,2,1,33,1600,
清远,清城区,93,南,3,2,2,22,1600,
清远,清城区,80,东南,3,2,1,26,1600,
清远,清新区,91,北,3,2,2,25,1600,
清远,清城区,82,南,2,2,1,27,1600,
清远,清城区,90,南,3,2,1,30,1600,
清远,清城区,88,东北,3,1,2,34,1600,
清远,清城区,90,南,3,2,1,33,1600,
清远,清新区,92,南,3,2,2,16,1600,
清远,清城区,120.46,东南,3,2,2,9,1600,
清远,清城区,125,东南,3,2,2,9,1600,
清远,清城区,131,东南,4,1,2,26,1600,
清远,清新区,99.6,南北,3,1,2,18,1600,
清远,清城区,95,南,2,2,1,16,1600,
清远,清新区,84,北,3,2,1,34,1600,
清远,清城区,115,南,3,2,1,18,1600,
清远,清城区,74,北,2,1,1,31,1600,
清远,清城区,80.56,南,3,2,2,34,1600,
清远,清城区,97.1,南北,3,2,2,34,1600,
清远,清城区,133,南,3,2,2,8,1600,
清远,清城区,110,南西,3,2,2,31,1600,
清远,清城区,87,北,3,2,1,33,1600,
清远,清城区,65,南,2,1,1,22,1600,
清远,清城区,83.23,南,3,2,1,30,1600,
清远,清城区,82.13,南,2,2,1,30,1600,
清远,清城区,76,南,2,2,1,17,1600,
清远,清城区,119,南,3,2,2,19,1600,
清远,清新区,104,南,3,2,2,32,1600,
清远,清城区,158,南北,3,2,2,11,1600,
清远,清城区,82.48,南,3,2,1,18,1600,
清远,清城区,95,南,3,2,2,32,1600,
清远,清城区,129,西南,3,1,2,19,1600,
清远,清城区,81,南,2,2,1,30,1600,
清远,清新区,128.82,南,4,2,3,26,1600,
清远,清城区,95,南,3,2,2,18,1600,
清远,清城区,77.94,东北,2,2,1,31,1600,
清远,清城区,120,东南,3,2,2,28,1600,
清远,清城区,109,南,3,2,2,34,1600,
清远,清城区,147,南北,3,2,2,6,1600,
清远,清城区,83,南北,3,2,1,35,1600,
清远,清城区,90.26,南,3,2,2,32,1600,
清远,清城区,91,南,3,2,1,32,1600,
清远,清城区,92,南,2,2,2,33,1600,
清远,清城区,63,东南,2,2,1,31,1600,
清远,清城区,72,东南,2,1,1,24,1600,
清远,清城区,90,西南,2,2,1,33,1600,
清远,清城区,86,北,2,2,1,31,1600,
清远,清城区,130,南,3,2,2,30,1600,
清远,清城区,95,东南,3,2,1,28,1600,
清远,清城区,89,南北,3,2,1,30,1600,
清远,清城区,80,北,3,2,1,33,1600,
清远,英德市,99,东南,3,2,2,28,1600,
清远,清新区,109,北,3,2,1,23,1580,
清远,清城区,82,南,2,2,1,19,1580,
清远,清城区,120,南,3,2,2,33,1500,
清远,清城区,133,南,3,2,2,25,1500,
清远,清城区,77,南,2,2,1,18,1500,
清远,清城区,114,北,4,2,2,33,1500,
清远,清城区,78.2,南,2,2,1,17,1500,
清远,清城区,95,南,3,2,1,30,1500,
清远,清城区,81,东南,2,2,1,30,1500,
清远,清城区,117,南,3,2,2,8,1500,
清远,清城区,102,东南,3,2,2,11,1500,
清远,清城区,59,南,2,1,1,28,1500,
清远,清城区,140,东北,3,2,2,18,1500,
清远,清城区,81,东,3,2,1,33,1500,
清远,清城区,89,南,2,2,1,24,1500,
清远,清城区,81,西南,3,2,1,18,1500,
清远,清城区,85,北,3,2,1,35,1500,
清远,清城区,80,南,2,1,1,33,1500,
清远,清城区,58,南,2,1,1,33,1500,
清远,清城区,101,西南,3,2,2,19,1500,
清远,清城区,102,南,3,2,2,29,1500,
清远,清新区,66,南,1,1,1,17,1500,
清远,清城区,140,西北,3,2,2,18,1500,
清远,清城区,139,东北,3,2,2,18,1500,
清远,清城区,74.33,南,2,2,1,28,1500,
清远,清城区,84,南,3,2,1,32,1500,
清远,清城区,98,东南,3,2,1,8,1500,
清远,清城区,83,西北,2,2,1,25,1500,
清远,清城区,74,南,1,1,1,31,1500,
清远,清城区,81,南,2,2,1,19,1500,
清远,清城区,100,北,3,2,2,32,1500,
清远,清城区,52,北,1,1,1,31,1500,
清远,清城区,80,东南,2,2,1,32,1500,
清远,清城区,87.86,南,2,1,1,31,1500,
清远,清城区,72,北,2,2,1,24,1500,
清远,清城区,95,东南,2,2,1,23,1500,
清远,清城区,96,南,3,2,2,32,1500,
清远,清城区,73.5,南,2,2,1,31,1500,
清远,清城区,88,南北,2,2,1,11,1500,
清远,清城区,60,南,2,1,1,33,1500,
清远,清城区,85,南,2,2,1,19,1500,
清远,清城区,80,北,3,2,1,34,1500,
清远,清城区,123.98,东南,3,2,2,25,1500,
清远,清新区,90,南,2,2,1,17,1500,
清远,清城区,120,南,3,2,1,13,1500,
清远,清城区,130,南北,4,2,2,11,1500,
清远,清城区,72,北东北,2,2,1,32,1500,
清远,清新区,91,南北,3,1,2,23,1500,
清远,清城区,114,西南,3,1,2,29,1500,
清远,清城区,83,北,3,2,1,30,1500,
清远,清城区,127,南北,3,2,2,8,1500,
清远,清城区,135,东南,3,2,2,11,1500,
清远,清城区,128,南,3,2,2,24,1500,
清远,清城区,125,南北,4,2,2,34,1500,
清远,清城区,117,南北,3,2,2,32,1500,
清远,清城区,140,西北,3,2,2,17,1500,
清远,清城区,86,东北,2,2,1,32,1500,
清远,清新区,96,东南,3,2,2,34,1500,
清远,清城区,82,南,2,2,1,18,1500,
清远,清城区,95,南,3,2,2,34,1500,
清远,清城区,88,南,3,2,1,24,1500,
清远,清新区,120,南北,3,2,2,8,1500,
清远,清城区,63,南,2,1,1,31,1500,
